場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,1,ホテルストリート,3歳,丹内祐次,伊藤大士,中距離,右回り,,オルフェーヴル,休明2走,距離延長,1,B,12.7,3.0,12.7,2.0,36.1,2.0,37.2,1.0,B,C,B,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,2,アメジストブルー,3歳,和田陽希,浜田多実,中距離,右回り,,アジアエクスプレス,休明初戦,距離延長,15,E,12.4,1.0,14.3,11.0,35.7,1.0,37.9,3.0,D,C,B,C,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,3,アンミックス,3歳,西塚洸二,高柳大輔,中距離,右回り,,パイロ,,距離短縮,4,C,13.1,11.0,13.8,8.0,38.9,,39.9,,C,C,,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,4,クッカユフラ,3歳,斎藤新,池上昌和,中距離,右回り,,マジェスティックウォリアー,休明初戦,,10,E,13.8,12.0,13.8,8.0,38.1,,40.6,,C,,,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,5,オリエンタルガール,3歳,石田拓郎,相沢郁,中距離,右回り,,カリフォルニアクローム,休明初戦,距離短縮,12,E,12.9,7.0,13.0,4.0,36.5,5.0,39.4,6.0,C,E,C,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,6,ベッラモレーン,3歳,鷲頭虎太,矢野英一,中距離,右回り,,アジアエクスプレス,休明初戦,距離延長,6,D,13.0,9.0,13.6,7.0,,,,,B,D,,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,7,モチモチチャン,3歳,杉原誠人,西村真幸,中距離,右回り,,デクラレーションオブウォー,休明初戦,,9,D,12.9,7.0,14.6,13.0,37.2,,39.6,,C,B,B,C,E
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,8,クラックアスマイル,3歳,上里直汰,田島俊明,中距離,右回り,,マインドユアビスケッツ,休明初戦,距離延長,14,E,14.2,13.0,14.2,10.0,39.1,,38.9,4.0,C,,,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,9,フィアスゲイル,3歳,舟山瑠泉,柴田卓,中距離,右回り,,ドレフォン,休明初戦,距離短縮,8,D,12.7,3.0,12.7,2.0,36.2,4.0,40.6,,B,B,C,,
福島,1,未勝利,ダート,1700,良(暫定),Lv2 ,10,ムーヴザニードル,3歳,小沢大仁,緒方努,中距離,右回り,,ファインニードル,,,11,E,,,,,,,,,,,,,
