場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
東京,1,1,カゼノオモイデ,-1125.0,10.0,6366.0,5.0,-6758.0,13.0,-1.517,10.0
東京,1,2,ハクサンミレイ,681.0,6.0,-2472.0,12.0,701.0,8.0,-1.09,9.0
東京,1,3,キタノローズ,4609.0,4.0,13716.0,2.0,,,,
東京,1,4,ユキノサイエンス,2762.0,5.0,-1200.0,11.0,86.0,10.0,1.648,6.0
東京,1,5,カーボフリオ,31.0,7.0,-1105.0,10.0,7629.0,1.0,6.555,3.0
東京,1,6,ダイユウレゾナンス,-1938.0,11.0,-962.0,9.0,-3114.0,11.0,-6.014,11.0
東京,1,7,エリースノー,5550.0,2.0,13716.0,2.0,-8517.0,14.0,10.749,2.0
東京,1,8,ビリキナータ,-2109.0,12.0,-3299.0,13.0,5624.0,2.0,0.216,8.0
東京,1,9,ルクリーシア,,,469.0,8.0,1588.0,6.0,,
東京,1,10,アジーザム,-75.0,8.0,14064.0,1.0,,,,
東京,1,11,テンハートビート,-2329.0,13.0,-9967.0,16.0,-3909.0,12.0,-16.205,13.0
東京,1,12,ロンバスブレス,9261.0,1.0,6366.0,5.0,2344.0,4.0,17.971,1.0
東京,1,13,パウラメロディーア,5077.0,3.0,-6680.0,14.0,1892.0,5.0,0.289,7.0
東京,1,14,フィーユレアル,-305.0,9.0,-7604.0,15.0,1076.0,7.0,-6.833,12.0
東京,1,15,グラデュエール,-2332.0,14.0,8055.0,4.0,185.0,9.0,5.908,4.0
東京,1,16,ペリバジャ,-6062.0,15.0,5143.0,7.0,3589.0,3.0,2.67,5.0
東京,2,1,クリムゾンリーフ,,,-1710.0,11.0,3507.0,6.0,,
東京,2,2,キョウエイシュバル,-3808.0,11.0,9180.0,2.0,-752.0,10.0,4.62,6.0
東京,2,3,ホグホグナナハン,-917.0,7.0,925.0,6.0,-3556.0,13.0,-3.548,8.0
東京,2,4,アイムスティルミー,-6054.0,13.0,2759.0,4.0,-279.0,9.0,-3.574,9.0
東京,2,5,タートルインメイ,-5193.0,12.0,951.0,5.0,-3245.0,12.0,-7.487,11.0
東京,2,6,マスカルポーネ,-2513.0,10.0,-9432.0,16.0,148.0,8.0,-11.797,14.0
東京,2,7,ネイティヴプライド,1044.0,4.0,-1549.0,10.0,6118.0,3.0,5.613,5.0
東京,2,8,インナーパッション,2171.0,3.0,10293.0,1.0,-2354.0,11.0,10.11,1.0
東京,2,9,ブルーフレア,-1007.0,8.0,-4366.0,15.0,5728.0,4.0,0.355,7.0
東京,2,10,アルティシエル,3797.0,2.0,-3017.0,13.0,5728.0,4.0,6.508,4.0
東京,2,11,ワンダーブリッツ,-9013.0,15.0,-1710.0,11.0,789.0,7.0,-9.934,12.0
東京,2,12,ロジキセキ,-1406.0,9.0,-1380.0,9.0,-4570.0,14.0,-7.356,10.0
東京,2,13,マイネルスラーヴァ,733.0,5.0,2825.0,3.0,6372.0,2.0,9.93,2.0
東京,2,14,ウォーレーションズ,6214.0,1.0,-4248.0,14.0,7512.0,1.0,9.478,3.0
東京,2,15,ブラックパロット,-6416.0,14.0,5.0,7.0,,,,
東京,2,16,キタイノホシ,306.0,6.0,-740.0,8.0,-9658.0,15.0,-10.092,13.0
東京,3,1,レッドリファインド,-1989.0,9.0,9038.0,3.0,-3886.0,13.0,3.163,5.0
