場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
新潟,1,未勝利,芝,2000,稍,Lv2 ,1,ノリマル,2歳,吉田隼人,尾形和幸,中距離,左回り,芝道悪,ブリックスアンドモルタル,,,2,B,13.2,6.0,13.2,6.0,38.3,,34.0,1.0,D,,,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,2,フルフィルメント,2歳,斎藤新,宮地貴稔,中距離,左回り,芝道悪,ベンバトル,,,8,D,12.6,1.0,12.6,1.0,34.3,1.0,34.1,2.0,C,C,B,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,3,カサナルキセキ,2歳,石田拓郎,青木孝文,中距離,左回り,芝道悪,ガルボ,,距離延長,11,E,14.2,12.0,14.2,12.0,38.5,,34.8,,B,,,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,4,ワインダークシー,2歳,横山琉人,中舘英二,中距離,左回り,芝道悪,ハービンジャー,,距離延長,3,B,13.0,5.0,13.0,5.0,36.9,,34.6,,D,,,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,5,コーディアリー,2歳,石神深道,天間昭一,中距離,左回り,芝道悪,ダノンバラード,休明初戦,距離延長,6,D,12.6,1.0,12.6,1.0,35.5,2.0,35.9,,C,C,D,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,6,ウールヴヘジン,2歳,菊沢一樹,青木孝文,中距離,左回り,芝道悪,ビーチパトロール,,,5,C,12.8,4.0,12.9,4.0,36.6,5.0,35.7,,C,C,C,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,7,ステラスペース,2歳,武藤雅,武藤善則,中距離,左回り,芝道悪,レイデオロ,,,1,B,12.7,3.0,12.7,3.0,36.6,5.0,34.1,2.0,C,D,E,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,8,トラストレガート,2歳,今村聖奈,高橋文雅,中距離,左回り,芝道悪,マクフィ,休明2走,距離延長,10,D,13.7,10.0,13.7,10.0,37.2,,35.0,,B,B,,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,9,パノラマステージ,2歳,小沢大仁,牧浦充徳,中距離,左回り,芝道悪,レイデオロ,,距離延長,9,D,13.2,6.0,13.2,6.0,36.0,3.0,35.9,,C,,,,
新潟,1,未勝利,芝,2000,稍,Lv2 ,10,グッドホース,2歳,泉谷楓真,杉山晴紀,中距離,左回り,芝道悪,ルーラーシップ,,距離延長,7,D,13.6,9.0,13.6,9.0,38.6,,34.1,2.0,B,B,,,
