場所,R,クラス,種別,距離,馬場状態,レースレベル,馬番,馬名,年齢,騎手名,調教師名,距離区分,回り,道悪判定,種牡馬名,臨戦過程,距離変遷,推定人気,人気ランク,テン1F_過去,テン1F_過去_ランク,テン1F_前走,テン1F_前走_ランク,テン_T,テン_T_ランク,上がり_T,上がり_T_ランク,前走_評価,前々走_評価,3走前_評価,4走前_評価,5走前_評価
中山,1,未勝利,障害(直線ダ),2880,良,,1,フェーングロッテン,5歳以上,高田潤,宮本博,長距離,右回り,,ブラックタイド,,距離短縮,1,A,12.4,3.0,,,,,,,C,C,C,C,C
中山,1,未勝利,障害(直線ダ),2880,良,,2,スラーヴァ,4歳,坂口智康,高橋文雅,長距離,右回り,,シャンハイボビー,休明2走,距離延長,7,D,12.5,4.0,,,38.5,1.0,37.2,1.0,C,C,B,,D
中山,1,未勝利,障害(直線ダ),2880,良,,3,ゴールデンルーキー,4歳,草野太郎,粕谷昌央,長距離,右回り,,Catholic Boy,,距離短縮,5,D,12.9,8.0,,,,,,,C,C,C,C,C
中山,1,未勝利,障害(直線ダ),2880,良,,4,シュハリ,5歳以上,大江原圭,粕谷昌央,長距離,右回り,,カレンブラックヒル,休明2走,距離短縮,3,C,12.7,5.0,,,,,,,C,C,C,C,C
中山,1,未勝利,障害(直線ダ),2880,良,,5,ゴーツウキリシマ,5歳以上,黒岩悠,牧田和弥,長距離,右回り,,ナムラタイタン,,距離延長,6,D,12.2,1.0,,,,,,,,C,C,C,C
中山,1,未勝利,障害(直線ダ),2880,良,,6,スティルシャイニン,3歳,伴啓太,天間昭一,長距離,右回り,,メイショウボーラー,休明初戦,距離延長,8,E,12.8,6.0,12.8,1.0,,,,,C,B,C,,D
中山,1,未勝利,障害(直線ダ),2880,良,,7,フォーディアライフ,4歳,石神深一,矢嶋大樹,長距離,右回り,,ドレフォン,休明初戦,距離短縮,4,D,12.2,1.0,,,,,,,C,C,C,E,C
中山,1,未勝利,障害(直線ダ),2880,良,,8,アルカンサス,5歳以上,西谷誠,土田稔,長距離,右回り,,シルバーステート,,距離短縮,2,B,12.8,6.0,,,,,,,C,C,C,C,C
中山,1,未勝利,障害(直線ダ),2880,良,,9,リケアルフナ,3歳,水沼元輝,蛯名利弘,長距離,右回り,,ディーマジェスティ,休明2走,距離延長,9,E,12.9,8.0,12.9,2.0,,,,,B,D,,D,C
中山,2,未勝利,芝,1200,良,Lv2 ,1,スターオブブライト,2歳,小林脩斗,奥平雅士,短距離,右回り,,ウインブライト,,距離短縮,11,E,13.2,15.0,13.2,14.0,38.5,,34.9,1.0,D,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,2,ユキノサイエンス,2歳,上里直汰,小野次郎,短距離,右回り,,ノヴェリスト,,,6,C,13.1,13.0,13.1,11.0,36.5,,37.1,,C,,,,
中山,2,未勝利,芝,1200,良,Lv2 ,3,リュウセイコウテイ,2歳,野中悠太,奥平雅士,短距離,右回り,,ウインブライト,,距離短縮,13,E,13.0,12.0,13.0,10.0,36.5,,36.9,,C,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,4,ラブデウザ,2歳,水沼元輝,加藤和宏,短距離,右回り,,リアルスティール,,,16,E,12.6,6.0,13.6,16.0,35.7,,37.7,,C,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,5,エンカウンターベイ,2歳,横山琉人,田中剛,短距離,右回り,,ダノンスマッシュ,休明初戦,距離短縮,7,D,13.1,13.0,13.1,11.0,36.0,,37.5,,C,,,,
中山,2,未勝利,芝,1200,良,Lv2 ,6,キリシマネロ,2歳,佐藤翔馬,的場均,短距離,右回り,,ネロ,休明初戦,,14,E,13.2,15.0,13.2,14.0,36.4,,38.9,,C,,,,
中山,2,未勝利,芝,1200,良,Lv2 ,7,セイウンヤオヨロズ,2歳,原優介,上原博之,短距離,右回り,,セイウンコウセイ,,,9,D,12.3,2.0,13.1,11.0,35.3,8.0,36.0,7.0,C,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,8,フクチャンショウ,2歳,戸崎圭太,加藤征弘,短距離,右回り,,イスラボニータ,休明初戦,,1,B,12.6,6.0,12.6,5.0,35.0,4.0,35.0,2.0,C,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,9,ソークール,2歳,黛弘人,佐藤吉勝,短距離,右回り,,オーヴァルエース,,距離短縮,15,E,12.8,9.0,12.8,7.0,36.8,,39.4,,C,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,10,スレドナゴラ,2歳,柴田善臣,田中勝春,短距離,右回り,,フィエールマン,休明初戦,,5,C,12.6,6.0,12.6,5.0,35.0,4.0,35.6,6.0,C,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,11,ロンドンオービタル,2歳,津村明秀,岩戸孝樹,短距離,右回り,,タワーオブロンドン,,,2,B,12.1,1.0,12.1,1.0,34.1,1.0,35.2,4.0,D,C,,,
中山,2,未勝利,芝,1200,良,Lv2 ,12,ニシノコハルビヨリ,2歳,石田拓郎,尾形和幸,短距離,右回り,,セイウンコウセイ,,,12,E,12.4,3.0,12.4,2.0,34.9,3.0,36.9,,C,,,,
中山,2,未勝利,芝,1200,良,Lv2 ,13,エレクトロン,2歳,杉原誠人,佐藤吉勝,短距離,右回り,,ビーチパトロール,,距離延長,3,C,12.5,5.0,12.5,4.0,34.2,2.0,35.1,3.0,D,C,B,,
中山,2,未勝利,芝,1200,良,Lv2 ,14,カシノリアーナ,2歳,石神深道,天間昭一,短距離,右回り,,サトノクラウン,,,10,D,12.4,3.0,12.4,2.0,35.0,4.0,36.3,8.0,C,C,,,
