場所,R,馬番,馬名,騎手利益度,騎手利益度順位,種牡馬利益度,種牡馬利益度順位,調教師利益度,調教師利益度順位,総合利益度,総合利益度順位
札幌,1,1,セイウンダイフク,-848.0,8.0,8019.0,2.0,5169.0,2.0,12.34,4.0
札幌,1,2,ハルヒメ,-2903.0,9.0,-368.0,8.0,-3177.0,8.0,-6.448,8.0
札幌,1,3,ショウナンカリス,4981.0,5.0,12284.0,1.0,-2230.0,6.0,15.035,2.0
札幌,1,4,ファニーバニー,8404.0,1.0,1731.0,7.0,6034.0,1.0,16.169,1.0
札幌,1,5,モズプリフォール,5800.0,4.0,6770.0,3.0,2194.0,4.0,14.764,3.0
札幌,1,6,ナムラシンジロー,-5138.0,10.0,4762.0,4.0,-1028.0,5.0,-1.404,7.0
札幌,1,7,カンレイスター,6471.0,3.0,1792.0,6.0,-5328.0,11.0,2.935,5.0
札幌,1,8,トーセンクリステル,,,-7756.0,10.0,3040.0,3.0,,
札幌,1,9,オンマイビート,,,2410.0,5.0,-2579.0,7.0,,
札幌,1,10,サンタカリス,4584.0,6.0,,,,,,
札幌,1,11,ストームサンダー,8123.0,2.0,-2132.0,9.0,-5079.0,10.0,0.912,6.0
札幌,1,12,ココソラーレ,3263.0,7.0,,,-3638.0,9.0,,
札幌,2,1,ユウグレ,,,1008.0,4.0,-3835.0,9.0,,
札幌,2,2,タイセイアビリティ,2794.0,5.0,7556.0,3.0,3225.0,3.0,13.575,4.0
札幌,2,3,グロリオン,,,140.0,7.0,-4012.0,10.0,,
札幌,2,4,キャットデイ,-743.0,7.0,,,5929.0,1.0,,
札幌,2,5,レイアポポ,4667.0,4.0,28000.0,1.0,834.0,6.0,33.501,1.0
札幌,2,6,サラサエンペラー,5718.0,2.0,141.0,5.0,-15435.0,12.0,-9.576,7.0
札幌,2,7,コッコラーレ,-4647.0,9.0,141.0,5.0,-1665.0,8.0,-6.171,6.0
札幌,2,8,サツキレジーナ,715.0,6.0,-5857.0,10.0,1300.0,5.0,-3.842,5.0
札幌,2,9,エンジェルラダー,5122.0,3.0,,,55.0,7.0,,
札幌,2,10,タイセイルーマー,9036.0,1.0,-123.0,8.0,5235.0,2.0,14.148,3.0
札幌,2,11,グランヴァルール,-4079.0,8.0,17251.0,2.0,1820.0,4.0,14.992,2.0
札幌,2,12,ラピルスイメル,-5283.0,10.0,-2960.0,9.0,-5381.0,11.0,-13.624,8.0
札幌,3,1,ニッシンゲッポ,-5351.0,12.0,3751.0,6.0,2541.0,3.0,0.941,9.0
札幌,3,2,ジーティートゥルー,7244.0,3.0,-1439.0,13.0,468.0,6.0,6.273,4.0
札幌,3,3,ベイビーベリッシモ,443.0,8.0,-1802.0,14.0,1335.0,5.0,-0.024,10.0
札幌,3,4,ネトル,1611.0,7.0,4978.0,5.0,-5519.0,13.0,1.07,8.0
札幌,3,5,オオタチ,-5072.0,11.0,6043.0,4.0,-2016.0,9.0,-1.045,11.0
札幌,3,6,サヨノミッキー,-9126.0,13.0,37.0,10.0,118.0,7.0,-8.971,12.0
札幌,3,7,カズナリ,2155.0,5.0,2949.0,8.0,-1789.0,8.0,3.315,6.0
札幌,3,8,カシマスウィープ,-2019.0,9.0,13497.0,3.0,-8406.0,14.0,3.072,7.0
札幌,3,9,キンセンオー,,,2215.0,9.0,1730.0,4.0,,
札幌,3,10,タイセイバンクール,11178.0,1.0,17552.0,2.0,-4617.0,12.0,24.113,2.0
札幌,3,11,ファジーロップ,2099.0,6.0,-790.0,12.0,3731.0,1.0,5.04,5.0
札幌,3,12,ディアウス,4889.0,4.0,34288.0,1.0,2854.0,2.0,42.031,1.0
札幌,3,13,ジョードリウム,8315.0,2.0,3281.0,7.0,-4375.0,10.0,7.221,3.0
札幌,3,14,オロパタジン,-4051.0,10.0,-782.0,11.0,-4418.0,11.0,-9.251,13.0
札幌,4,1,ゴールドハーディス,6471.0,3.0,4605.0,3.0,-3493.0,11.0,7.583,5.0
札幌,4,2,マザーズウィル,4981.0,5.0,11463.0,1.0,-5096.0,12.0,11.348,2.0
札幌,4,3,バダジェフスカ,525.0,10.0,3049.0,4.0,-2298.0,9.0,1.276,7.0
札幌,4,4,エピファランド,3471.0,7.0,-21516.0,13.0,4980.0,1.0,-13.065,13.0
札幌,4,5,ブリスディーシャ,1933.0,9.0,-5630.0,10.0,-6649.0,13.0,-10.346,12.0
札幌,4,6,テーオーカバリエ,5800.0,4.0,2666.0,5.0,2550.0,4.0,11.016,3.0
札幌,4,7,エミネントキャリア,8123.0,2.0,-8039.0,11.0,1905.0,7.0,1.989,6.0
札幌,4,8,シンヒダカゴールド,4644.0,6.0,-8408.0,12.0,2321.0,5.0,-1.443,10.0
札幌,4,9,リリーオブザハート,8404.0,1.0,682.0,7.0,4495.0,2.0,13.581,1.0
札幌,4,10,ディアマント,3263.0,8.0,-1379.0,9.0,-2468.0,10.0,-0.584,8.0
札幌,4,11,ベルジャッド,-7202.0,13.0,2666.0,5.0,3800.0,3.0,-0.736,9.0
札幌,4,12,レフレクシオ,,,-21516.0,13.0,,,,
札幌,4,13,オフザチェイン,-2380.0,11.0,-910.0,8.0,-672.0,8.0,-3.962,11.0
札幌,4,14,ワタシマツワ,-2903.0,12.0,8828.0,2.0,1961.0,6.0,7.886,4.0
札幌,5,1,メイショウコシュウ,-2526.0,10.0,828.0,8.0,4651.0,1.0,2.953,8.0
札幌,5,2,チカマヨルキーナ,8136.0,2.0,828.0,8.0,244.0,7.0,9.208,5.0
札幌,5,3,ウォータースパウト,2687.0,5.0,13835.0,1.0,-919.0,10.0,15.603,4.0
札幌,5,4,エクストラプッシュ,-1388.0,9.0,828.0,8.0,4618.0,2.0,4.058,6.0
札幌,5,5,ミヤエスケープ,-5454.0,11.0,-4792.0,12.0,-93.0,8.0,-10.339,10.0
札幌,5,6,ニャンタロウ,,,1530.0,7.0,-3557.0,12.0,,
札幌,5,7,ハグレジョー,-170.0,7.0,3578.0,5.0,348.0,6.0,3.756,7.0
札幌,5,8,ロードアマルフィ,10609.0,1.0,13835.0,1.0,1286.0,4.0,25.73,1.0
札幌,5,9,シホノソルジェンテ,1858.0,6.0,13835.0,1.0,3585.0,3.0,19.278,3.0
札幌,5,10,チャーリー,3785.0,4.0,,,-2428.0,11.0,,
札幌,5,11,フォールティア,-397.0,8.0,-1308.0,11.0,426.0,5.0,-1.279,9.0
札幌,5,12,ニミッツハイウェイ,,,1784.0,6.0,-5070.0,13.0,,
札幌,5,13,テイエムキハク,6377.0,3.0,13835.0,1.0,-93.0,8.0,20.119,2.0
札幌,6,1,タイキクロニクル,,,-924.0,6.0,3267.0,4.0,,
札幌,6,2,ラウニウ,-2351.0,11.0,-149.0,5.0,-5268.0,13.0,-7.768,9.0
札幌,6,3,コスモマガラニカ,11771.0,1.0,3738.0,3.0,-2933.0,11.0,12.576,1.0
札幌,6,4,ラースアルアイン,6110.0,2.0,-16772.0,14.0,-2895.0,10.0,-13.557,12.0
札幌,6,5,ドゥラエテルノ,3428.0,5.0,-3725.0,10.0,6111.0,1.0,5.814,3.0
札幌,6,6,ゴールドサニーデイ,-2307.0,10.0,-1949.0,8.0,1001.0,8.0,-3.255,8.0
札幌,6,7,セブンスプリングス,1908.0,7.0,-924.0,6.0,2010.0,6.0,2.994,5.0
札幌,6,8,レディオンステージ,4387.0,3.0,-15943.0,13.0,371.0,9.0,-11.185,11.0
札幌,6,9,ウインキララ,2777.0,6.0,5138.0,2.0,2837.0,5.0,10.752,2.0
札幌,6,10,テンフレッシュ,750.0,8.0,-7902.0,12.0,-3545.0,12.0,-10.697,10.0
札幌,6,11,デルマケセラセラ,66.0,9.0,-4402.0,11.0,4652.0,2.0,0.316,7.0
札幌,6,12,フィエールガール,,,2936.0,4.0,-7992.0,14.0,,
札幌,6,13,チリーゴールド,-12249.0,12.0,8522.0,1.0,4237.0,3.0,0.51,6.0
札幌,6,14,オースミストロング,4372.0,4.0,-2210.0,9.0,1797.0,7.0,3.959,4.0
札幌,7,1,ラセーヌシュメール,6436.0,1.0,-2902.0,6.0,2550.0,2.0,6.084,2.0
札幌,7,2,メラヴィリオーザ,5611.0,3.0,1330.0,3.0,,,,
札幌,7,3,カルミネイション,,,-5983.0,7.0,-7269.0,7.0,,
札幌,7,4,テンペストヒロイン,3245.0,5.0,6738.0,1.0,-2675.0,4.0,7.308,1.0
札幌,7,5,ハイファイスピード,-4963.0,7.0,-5983.0,7.0,2669.0,1.0,-8.277,6.0
札幌,7,6,シャインズオンユー,4172.0,4.0,433.0,4.0,-582.0,3.0,4.023,3.0
札幌,7,7,ジャグアール,906.0,6.0,2645.0,2.0,-6759.0,6.0,-3.208,5.0
札幌,7,8,イリュージョン,6294.0,2.0,324.0,5.0,-4345.0,5.0,2.273,4.0
札幌,8,1,マイバラード,55.0,3.0,3353.0,2.0,-842.0,3.0,2.566,2.0
札幌,8,2,ショウナンサムデイ,-384.0,4.0,-2691.0,4.0,-1466.0,4.0,-4.541,5.0
札幌,8,3,デルマジュテーム,3900.0,2.0,1228.0,3.0,-6881.0,5.0,-1.753,4.0
札幌,8,4,マイネルフーガ,-4339.0,5.0,3765.0,1.0,4531.0,1.0,3.957,1.0
札幌,8,5,キングスコール,7942.0,1.0,-5804.0,5.0,342.0,2.0,2.48,3.0
札幌,9,1,スズノソレイユ,-3146.0,8.0,1362.0,3.0,-4328.0,9.0,-6.112,4.0
札幌,9,2,コムルヴァン,916.0,3.0,1946.0,2.0,1482.0,2.0,4.344,2.0
札幌,9,3,オメガドライヴ,148.0,4.0,-11551.0,11.0,-116.0,4.0,-11.519,7.0
札幌,9,4,ブレイジングスター,,,-10297.0,9.0,-4446.0,10.0,,
札幌,9,5,ユウェンタース,8758.0,1.0,-11633.0,12.0,-474.0,5.0,-3.349,3.0
札幌,9,6,クールシェルタ,8271.0,2.0,-651.0,5.0,-1130.0,6.0,6.49,1.0
札幌,9,7,ロストボール,,,789.0,4.0,-5970.0,11.0,,
札幌,9,8,サトノルクソン,,,-5332.0,7.0,-4082.0,8.0,,
札幌,9,9,コスモシェルベット,-7060.0,10.0,-11633.0,12.0,3909.0,1.0,-14.784,10.0
札幌,9,10,リュミナーズ,-4582.0,9.0,6685.0,1.0,-8742.0,13.0,-6.639,5.0
札幌,9,11,ショウナンヤッホー,-733.0,5.0,-2354.0,6.0,-6819.0,12.0,-9.906,6.0
札幌,9,12,レッドベルダンス,-1837.0,6.0,-10366.0,10.0,106.0,3.0,-12.097,9.0
札幌,9,13,ウォーターリーダー,-2524.0,7.0,-6040.0,8.0,-3376.0,7.0,-11.94,8.0
札幌,10,1,チョメチョメ,2748.0,6.0,-458.0,8.0,-869.0,9.0,1.421,8.0
札幌,10,2,バレンタインガール,4081.0,5.0,,,-504.0,8.0,,
札幌,10,3,デルマグレムリン,,,355.0,6.0,-9280.0,13.0,,
札幌,10,4,ラスハンメル,-3251.0,12.0,376.0,5.0,3330.0,2.0,0.455,9.0
札幌,10,5,グレン,-205.0,11.0,,,793.0,5.0,,
札幌,10,6,スピードリッチ,5583.0,2.0,8422.0,1.0,351.0,6.0,14.356,1.0
札幌,10,7,ハイラント,12184.0,1.0,897.0,4.0,-3812.0,12.0,9.269,2.0
札幌,10,8,ヴァイザーバルコ,2743.0,7.0,-307.0,7.0,271.0,7.0,2.707,6.0
札幌,10,9,ライフセービング,5245.0,3.0,-458.0,8.0,2440.0,4.0,7.227,5.0
札幌,10,10,コルデアニル,2148.0,8.0,-7825.0,11.0,-1797.0,10.0,-7.474,10.0
札幌,10,11,ミヤビブレイブ,4546.0,4.0,1119.0,3.0,3220.0,3.0,8.885,3.0
札幌,10,12,ウインマクシマム,524.0,10.0,4994.0,2.0,-3456.0,11.0,2.062,7.0
札幌,10,13,キャリーハピネス,770.0,9.0,-618.0,10.0,8152.0,1.0,8.304,4.0
札幌,11,1,ルーフ,4142.0,5.0,-6222.0,11.0,652.0,6.0,-1.428,7.0
札幌,11,2,ポエットリー,5984.0,4.0,-5269.0,10.0,-4824.0,11.0,-4.109,8.0
札幌,11,3,カルプスペルシュ,-4963.0,12.0,-2719.0,7.0,1023.0,4.0,-6.659,9.0
札幌,11,4,マキアージュ,-1998.0,9.0,-1550.0,5.0,-3442.0,9.0,-6.99,10.0
札幌,11,5,ナムラローズマリー,-4127.0,11.0,5798.0,1.0,978.0,5.0,2.649,6.0
札幌,11,6,ゴールドサーベル,6294.0,3.0,-1095.0,4.0,-1784.0,8.0,3.415,5.0
札幌,11,7,トウカイファクター,10963.0,1.0,1159.0,3.0,-3442.0,9.0,8.68,1.0
札幌,11,8,シュヴェルトライテ,4.0,7.0,,,2908.0,2.0,,
札幌,11,9,ロードトレイル,6436.0,2.0,-2902.0,9.0,564.0,7.0,4.098,2.0
札幌,11,10,エマヌエーレ,-1406.0,8.0,-2795.0,8.0,-7348.0,12.0,-11.549,11.0
札幌,11,11,ソノママソノママ,1238.0,6.0,-1550.0,5.0,3943.0,1.0,3.631,3.0
札幌,11,12,モズナナスター,-2499.0,10.0,3978.0,2.0,2049.0,3.0,3.528,4.0
札幌,12,1,アイウィル,2735.0,6.0,15129.0,1.0,2548.0,6.0,20.412,3.0
札幌,12,2,ケイアイメキラ,8271.0,3.0,5029.0,4.0,,,,
札幌,12,3,コスモオピニオン,11155.0,1.0,1567.0,6.0,-1268.0,9.0,11.454,4.0
札幌,12,4,ウインアルドーレ,-4582.0,14.0,556.0,8.0,5445.0,1.0,1.419,6.0
札幌,12,5,バロンドール,269.0,9.0,-861.0,10.0,5189.0,2.0,4.597,5.0
札幌,12,6,アセレラシオン,8758.0,2.0,15129.0,1.0,2835.0,5.0,26.722,2.0
札幌,12,7,トゥルブレンシア,916.0,7.0,789.0,7.0,,,,
札幌,12,8,バニシングポイント,-29.0,11.0,-778.0,9.0,-2077.0,10.0,-2.884,8.0
札幌,12,9,ヒルノデプラーツ,148.0,10.0,-5022.0,11.0,4156.0,4.0,-0.718,7.0
札幌,12,10,ワイドブリザード,707.0,8.0,2641.0,5.0,,,,
札幌,12,11,ラオラシオン,-1485.0,12.0,,,-864.0,7.0,,
札幌,12,12,フラッシング,8214.0,4.0,15129.0,1.0,4574.0,3.0,27.917,1.0
札幌,12,13,ムジェロ,4050.0,5.0,-8775.0,13.0,-4082.0,11.0,-8.807,9.0
札幌,12,14,マイノワール,-2524.0,13.0,-8113.0,12.0,-977.0,8.0,-11.614,10.0
新潟,1,1,ラインカシウス,,,14609.0,1.0,-3005.0,7.0,,
新潟,1,2,サンクスアミリオン,-3335.0,6.0,,,2255.0,3.0,,
新潟,1,3,ライヴレッドアイ,964.0,2.0,-1847.0,5.0,5042.0,1.0,4.159,3.0
新潟,1,4,セイウンアインス,-3581.0,7.0,12990.0,2.0,-4101.0,8.0,5.308,2.0
新潟,1,5,アドフランマム,-2137.0,5.0,2536.0,3.0,-1699.0,5.0,-1.3,4.0
新潟,1,6,カゼノハゴロモ,424.0,3.0,-9775.0,7.0,2273.0,2.0,-7.078,6.0
新潟,1,7,ツトムユニバース,15060.0,1.0,-3569.0,6.0,-2101.0,6.0,9.39,1.0
