場所,R,クラス,種別,距離,馬場状態,馬番,馬名,年齢,騎手名,調教師名,脚質傾向,コース複勝率,距離帯複勝率,距離区分,回り,道悪判定,レースレベル,種牡馬名,臨戦過程,距離変遷
福島,1,未勝利,ダート,1700,良,1,ラヴスティンガー,3歳,秋山稔樹,牧田和弥,先行,0.0,0.0,中距離,右回り,,Lv2 ,476,休明2走,
福島,1,未勝利,ダート,1700,良,2,リッスンクロース,3歳,舟山瑠泉,林徹,差し,,,中距離,右回り,,Lv2 ,446,休明2走,距離短縮
福島,1,未勝利,ダート,1700,良,3,ベルジャッド,3歳,亀田温心,高柳大輔,差し,,0.0,中距離,右回り,,Lv2 ,412,休明初戦,距離短縮
福島,1,未勝利,ダート,1700,良,4,マンノミューズ,3歳,角田大和,角田晃一,差し,,25.0,中距離,右回り,,Lv2 ,416,休明3走,距離短縮
福島,1,未勝利,ダート,1700,良,5,サーフプラチナム,3歳,内田博幸,古賀慎明,追込,,25.0,中距離,右回り,,Lv2 ,456,,距離短縮
福島,1,未勝利,ダート,1700,良,6,キタノマーシャル,3歳,小林脩斗,奥平雅士,追込,,0.0,中距離,右回り,,Lv2 ,496,,距離短縮
福島,1,未勝利,ダート,1700,良,7,ノメンターノ,3歳,杉原誠人,武市康男,追込,,0.0,中距離,右回り,,Lv2 ,428,休明2走,距離短縮
福島,1,未勝利,ダート,1700,良,8,リックメイン,3歳,小林美駒,武井亮,先行,,66.66666666666666,中距離,右回り,,Lv2 ,440,,距離短縮
福島,1,未勝利,ダート,1700,良,9,シルヴァーレディ,3歳,菊沢一樹,矢野英一,追込,,,中距離,右回り,,Lv2 ,438,休明初戦,距離延長
福島,1,未勝利,ダート,1700,良,10,エピックサイクル,3歳,石田拓郎,新開幸一,追込,,0.0,中距離,右回り,,Lv2 ,436,,距離短縮
福島,1,未勝利,ダート,1700,良,11,ベルチュガダン,3歳,丸山元気,矢嶋大樹,,,,中距離,右回り,,Lv2 ,460,,
福島,1,未勝利,ダート,1700,良,12,キミオモウハナ,3歳,斎藤新,杉山佳明,差し,,20.0,中距離,右回り,,Lv2 ,482,休明3走,距離延長
